,loss,mae,mean_q,mean_eps,episode_reward,nb_episode_steps,nb_steps,episode,duration
0,0,0,0,0,215.0,833,833,0,1.6877643000000004
1, 0, 0, 0, 0, 135.0, 649, 1482, 1, 1.3531012000000002
2, 0, 0, 0, 0, 125.0, 782, 2264, 2, 1.6345882000000014
3, 0, 0, 0, 0, 165.0, 681, 2945, 3, 1.3930977000000002
4, 0, 0, 0, 0, 105.0, 379, 3324, 4, 0.8391821999999998
5, 0, 0, 0, 0, 30.0, 611, 3935, 5, 1.2855436000000005
6, 0, 0, 0, 0, 135.0, 654, 4589, 6, 1.4163940999999998
7, 0, 0, 0, 0, 110.0, 665, 5254, 7, 1.3888080999999985
8, 0, 0, 0, 0, 110.0, 621, 5875, 8, 1.294845900000002
9, 0, 0, 0, 0, 210.0, 822, 6697, 9, 1.704986599999998
10, 0, 0, 0, 0, 125.0, 419, 7116, 10, 0.8621030999999988
11, 0, 0, 0, 0, 75.0, 625, 7741, 11, 1.2551305
12, 0, 0, 0, 0, 300.0, 985, 8726, 12, 1.9690721999999994
13, 0, 0, 0, 0, 195.0, 781, 9507, 13, 1.6742887999999994
14, 0, 0, 0, 0, 240.0, 929, 10436, 14, 1.8890071000000006
15, 0, 0, 0, 0, 170.0, 872, 11308, 15, 1.7753695999999977
16, 0, 0, 0, 0, 135.0, 741, 12049, 16, 1.585123699999997
17, 0, 0, 0, 0, 155.0, 693, 12742, 17, 1.4255260000000014
18, 0, 0, 0, 0, 150.0, 623, 13365, 18, 1.2893936000000004
19, 0, 0, 0, 0, 150.0, 757, 14122, 19, 1.5817298999999991
20, 0, 0, 0, 0, 80.0, 463, 14585, 20, 1.0135950000000022
21, 0, 0, 0, 0, 165.0, 775, 15360, 21, 1.5598998000000037
22, 0, 0, 0, 0, 110.0, 663, 16023, 22, 1.369563399999997
23, 0, 0, 0, 0, 180.0, 813, 16836, 23, 1.7388197000000005
24, 0, 0, 0, 0, 445.0, 1136, 17972, 24, 2.291962500000004
25, 0, 0, 0, 0, 150.0, 839, 18811, 25, 1.7179074000000014
26, 0, 0, 0, 0, 90.0, 611, 19422, 26, 1.3419694999999976
27, 0, 0, 0, 0, 135.0, 647, 20069, 27, 1.3151280000000014
28, 0, 0, 0, 0, 40.0, 386, 20455, 28, 0.7984998000000019
29, 0, 0, 0, 0, 120.0, 867, 21322, 29, 1.7519285999999994
30, 0, 0, 0, 0, 55.0, 377, 21699, 30, 0.8309412000000052
31, 0, 0, 0, 0, 80.0, 701, 22400, 31, 1.4780778000000012
