,loss,mae,mean_q,mean_eps,episode_reward,nb_episode_steps,nb_steps,episode,duration
0,0,0,0,0,60.0,621,621,0,1.324111900000002
1, 0, 0, 0, 0, 210.0, 781, 1402, 1, 1.7290719999999986
2, 0, 0, 0, 0, 110.0, 668, 2070, 2, 1.424862400000002
3, 0, 0, 0, 0, 135.0, 727, 2797, 3, 1.4384264000000009
4, 0, 0, 0, 0, 120.0, 651, 3448, 4, 1.2796233999999984
5, 0, 0, 0, 0, 590.0, 1356, 4804, 5, 2.634687200000002
6, 0, 0, 0, 0, 210.0, 812, 5616, 6, 1.6228112999999986
7, 0, 0, 0, 0, 180.0, 657, 6273, 7, 1.3377113999999963
8, 0, 0, 0, 0, 110.0, 704, 6977, 8, 1.4690915999999987
9, 0, 0, 0, 0, 180.0, 789, 7766, 9, 1.578552000000002
10, 0, 0, 0, 0, 270.0, 887, 8653, 10, 1.7943824000000035
11, 0, 0, 0, 0, 120.0, 616, 9269, 11, 1.3000086999999994
12, 0, 0, 0, 0, 110.0, 631, 9900, 12, 1.3262670999999955
13, 0, 0, 0, 0, 155.0, 546, 10446, 13, 1.1147491000000045
14, 0, 0, 0, 0, 225.0, 902, 11348, 14, 1.7780316000000056
15, 0, 0, 0, 0, 210.0, 806, 12154, 15, 1.6615831000000014
16, 0, 0, 0, 0, 320.0, 796, 12950, 16, 1.5551831000000007
17, 0, 0, 0, 0, 110.0, 528, 13478, 17, 1.0417357000000038
18, 0, 0, 0, 0, 410.0, 1075, 14553, 18, 2.1073405000000065
19, 0, 0, 0, 0, 35.0, 499, 15052, 19, 0.9863957999999968
20, 0, 0, 0, 0, 85.0, 643, 15695, 20, 1.3039604000000011
21, 0, 0, 0, 0, 80.0, 391, 16086, 21, 0.817647700000002
22, 0, 0, 0, 0, 155.0, 590, 16676, 22, 1.2046934999999976
23, 0, 0, 0, 0, 45.0, 383, 17059, 23, 0.8258574999999979
24, 0, 0, 0, 0, 65.0, 422, 17481, 24, 0.8183395000000004
25, 0, 0, 0, 0, 210.0, 800, 18281, 25, 1.542320800000006
26, 0, 0, 0, 0, 180.0, 860, 19141, 26, 1.6630623
27, 0, 0, 0, 0, 500.0, 1476, 20617, 27, 2.8906174000000036
28, 0, 0, 0, 0, 30.0, 541, 21158, 28, 1.0896536999999995
29, 0, 0, 0, 0, 410.0, 1057, 22215, 29, 2.0659418000000045
30, 0, 0, 0, 0, 135.0, 635, 22850, 30, 1.2884286999999972
31, 0, 0, 0, 0, 45.0, 412, 23262, 31, 0.8618531999999988
32, 0, 0, 0, 0, 155.0, 787, 24049, 32, 1.6103845000000092
33, 0, 0, 0, 0, 210.0, 685, 24734, 33, 1.4316167000000064
34, 0, 0, 0, 0, 215.0, 1498, 26232, 34, 3.0002511
35, 0, 0, 0, 0, 110.0, 616, 26848, 35, 1.2629795000000001
36, 0, 0, 0, 0, 120.0, 760, 27608, 36, 1.5747861000000114
37, 0, 0, 0, 0, 60.0, 357, 27965, 37, 0.7386255000000119
38, 0, 0, 0, 0, 210.0, 871, 28836, 38, 1.7085687000000007
39, 0, 0, 0, 0, 210.0, 804, 29640, 39, 1.6084756000000056
40, 0, 0, 0, 0, 225.0, 950, 30590, 40, 1.9079382000000038
41, 0, 0, 0, 0, 95.0, 395, 30985, 41, 0.7775378000000046
42, 0, 0, 0, 0, 290.0, 922, 31907, 42, 1.7860154999999907
43, 0, 0, 0, 0, 65.0, 394, 32301, 43, 0.7784596999999991
44, 0, 0, 0, 0, 110.0, 619, 32920, 44, 1.2911041999999924
45, 0, 0, 0, 0, 75.0, 509, 33429, 45, 1.0074316000000039
46, 0, 0, 0, 0, 95.0, 650, 34079, 46, 1.2818180000000012
47, 0, 0, 0, 0, 35.0, 581, 34660, 47, 1.1703925000000055
48, 0, 0, 0, 0, 70.0, 537, 35197, 48, 1.1152818000000053
49, 0, 0, 0, 0, 55.0, 394, 35591, 49, 0.8215555999999964
50, 0, 0, 0, 0, 110.0, 641, 36232, 50, 1.2716034999999977
51, 0, 0, 0, 0, 105.0, 688, 36920, 51, 1.407601299999996
52, 0, 0, 0, 0, 100.0, 630, 37550, 52, 1.2702139000000017
53, 0, 0, 0, 0, 135.0, 791, 38341, 53, 1.6424732999999918
54, 0, 0, 0, 0, 410.0, 1459, 39800, 54, 2.8214824999999877
55, 0, 0, 0, 0, 300.0, 1211, 41011, 55, 2.3944211000000024
56, 0, 0, 0, 0, 135.0, 792, 41803, 56, 1.5674166000000014
57, 0, 0, 0, 0, 50.0, 403, 42206, 57, 0.826779700000003
58, 0, 0, 0, 0, 105.0, 701, 42907, 58, 1.4177415999999994
59, 0, 0, 0, 0, 155.0, 718, 43625, 59, 1.523982899999993
60, 0, 0, 0, 0, 515.0, 1270, 44895, 60, 2.4553326000000055
61, 0, 0, 0, 0, 425.0, 1121, 46016, 61, 2.239209399999993
62, 0, 0, 0, 0, 415.0, 901, 46917, 62, 1.814691499999995
63, 0, 0, 0, 0, 50.0, 377, 47294, 63, 0.7622133999999932
64, 0, 0, 0, 0, 180.0, 873, 48167, 64, 2.028690299999994
65, 0, 0, 0, 0, 110.0, 657, 48824, 65, 1.5957297000000068
66, 0, 0, 0, 0, 335.0, 788, 49612, 66, 1.5796808999999996
67, 0, 0, 0, 0, 110.0, 651, 50263, 67, 1.3010850999999946
68, 0, 0, 0, 0, 110.0, 625, 50888, 68, 1.3143595999999889
69, 0, 0, 0, 0, 460.0, 1008, 51896, 69, 1.997759600000009
70, 0, 0, 0, 0, 165.0, 644, 52540, 70, 1.2734134000000097
71, 0, 0, 0, 0, 210.0, 823, 53363, 71, 1.77154010000001
72, 0, 0, 0, 0, 80.0, 653, 54016, 72, 1.3530930000000012
73, 0, 0, 0, 0, 50.0, 378, 54394, 73, 0.790590399999985
74, 0, 0, 0, 0, 180.0, 771, 55165, 74, 1.5736538000000166
75, 0, 0, 0, 0, 155.0, 691, 55856, 75, 1.4855138000000068
76, 0, 0, 0, 0, 125.0, 655, 56511, 76, 1.3174641999999892
77, 0, 0, 0, 0, 150.0, 751, 57262, 77, 1.5243372000000193
78, 0, 0, 0, 0, 155.0, 766, 58028, 78, 1.6049328999999943
79, 0, 0, 0, 0, 120.0, 779, 58807, 79, 1.6076233000000002
80, 0, 0, 0, 0, 155.0, 807, 59614, 80, 1.6078986999999927
81, 0, 0, 0, 0, 180.0, 844, 60458, 81, 1.7534326999999905
82, 0, 0, 0, 0, 380.0, 1097, 61555, 82, 2.2423054999999863
83, 0, 0, 0, 0, 155.0, 789, 62344, 83, 1.6086280000000102
84, 0, 0, 0, 0, 155.0, 788, 63132, 84, 1.6239280000000065
85, 0, 0, 0, 0, 105.0, 780, 63912, 85, 1.5479665000000011
86, 0, 0, 0, 0, 135.0, 788, 64700, 86, 1.5655055000000004
87, 0, 0, 0, 0, 210.0, 826, 65526, 87, 1.6428962999999897
88, 0, 0, 0, 0, 485.0, 1136, 66662, 88, 2.26724710000002
89, 0, 0, 0, 0, 50.0, 614, 67276, 89, 1.255146499999995
90, 0, 0, 0, 0, 185.0, 812, 68088, 90, 1.6355125000000044
91, 0, 0, 0, 0, 55.0, 628, 68716, 91, 1.328267000000011
92, 0, 0, 0, 0, 210.0, 817, 69533, 92, 1.6480516999999963
93, 0, 0, 0, 0, 110.0, 728, 70261, 93, 1.4507922999999892
94, 0, 0, 0, 0, 135.0, 795, 71056, 94, 1.6630898999999886
95, 0, 0, 0, 0, 155.0, 813, 71869, 95, 1.7044314000000043
96, 0, 0, 0, 0, 155.0, 817, 72686, 96, 1.6229872000000114
97, 0, 0, 0, 0, 75.0, 411, 73097, 97, 0.8537742999999978
98, 0, 0, 0, 0, 75.0, 618, 73715, 98, 1.3224680999999805
99, 0, 0, 0, 0, 110.0, 772, 74487, 99, 1.556941600000016
100, 0, 0, 0, 0, 210.0, 803, 75290, 100, 1.5813800999999899
101, 0, 0, 0, 0, 75.0, 703, 75993, 101, 1.4121331000000055
102, 0, 0, 0, 0, 180.0, 851, 76844, 102, 1.7129501000000005
103, 0, 0, 0, 0, 290.0, 1035, 77879, 103, 2.0947280000000035
104, 0, 0, 0, 0, 120.0, 779, 78658, 104, 1.605317599999978
105, 0, 0, 0, 0, 55.0, 361, 79019, 105, 0.7808051000000091
106, 0, 0, 0, 0, 410.0, 820, 79839, 106, 1.6223684999999932
107, 0, 0, 0, 0, 110.0, 597, 80436, 107, 1.2088871000000267
108, 0, 0, 0, 0, 180.0, 816, 81252, 108, 1.712530700000002
109, 0, 0, 0, 0, 210.0, 866, 82118, 109, 1.7294692000000111
110, 0, 0, 0, 0, 20.0, 383, 82501, 110, 0.7933568000000264
111, 0, 0, 0, 0, 165.0, 772, 83273, 111, 1.560434799999996
112, 0, 0, 0, 0, 110.0, 764, 84037, 112, 1.567471100000006
113, 0, 0, 0, 0, 65.0, 609, 84646, 113, 1.2299882000000082
114, 0, 0, 0, 0, 15.0, 491, 85137, 114, 1.0073898999999926
115, 0, 0, 0, 0, 460.0, 946, 86083, 115, 1.8671506000000022
116, 0, 0, 0, 0, 155.0, 796, 86879, 116, 1.6291539999999998
117, 0, 0, 0, 0, 135.0, 743, 87622, 117, 1.4835753999999781
118, 0, 0, 0, 0, 105.0, 656, 88278, 118, 1.3022365999999863
119, 0, 0, 0, 0, 135.0, 778, 89056, 119, 1.6251880000000085
120, 0, 0, 0, 0, 110.0, 699, 89755, 120, 1.431753399999991
121, 0, 0, 0, 0, 185.0, 890, 90645, 121, 1.735448799999972
122, 0, 0, 0, 0, 135.0, 782, 91427, 122, 1.5509220000000141
123, 0, 0, 0, 0, 120.0, 626, 92053, 123, 1.3306232000000193
124, 0, 0, 0, 0, 105.0, 635, 92688, 124, 1.2898631000000194
125, 0, 0, 0, 0, 150.0, 846, 93534, 125, 1.691556399999996
126, 0, 0, 0, 0, 180.0, 789, 94323, 126, 1.6586845999999866
127, 0, 0, 0, 0, 135.0, 780, 95103, 127, 1.583791500000018
128, 0, 0, 0, 0, 210.0, 806, 95909, 128, 1.6315768999999989
129, 0, 0, 0, 0, 110.0, 782, 96691, 129, 1.6154917000000069
130, 0, 0, 0, 0, 380.0, 853, 97544, 130, 1.8495550000000094
131, 0, 0, 0, 0, 180.0, 832, 98376, 131, 1.6853505999999925
132, 0, 0, 0, 0, 105.0, 394, 98770, 132, 0.8221494000000007
133, 0, 0, 0, 0, 180.0, 813, 99583, 133, 1.676646500000004
134, 4.911211292473775, 4.90437142534076, 6.224231867520315, 0.8197605999999998, 110.0, 683, 100266, 134, 16.183689600000008
135, 5.292164070235913, 4.9183264119878904, 6.12680515568918, 0.8190064000000001, 20.0, 573, 100839, 135, 32.00319670000002
136, 5.789544734155169, 4.911407936433828, 6.066060547502885, 0.8179111000000004, 130.0, 644, 101483, 136, 35.88535619999999
137, 5.222169755690144, 4.909538612991083, 6.0050481968238705, 0.8167275999999997, 210.0, 671, 102154, 137, 38.63647169999996
138, 5.403653023657557, 4.914821585921325, 6.000705843137326, 0.8154496000000001, 235.0, 749, 102903, 138, 43.27186009999997
139, 5.777461843977448, 4.915900582029619, 6.024492193178366, 0.8141859999999996, 185.0, 655, 103558, 139, 37.701707200000044
140, 5.016571661374371, 4.912814561728459, 5.968201623600759, 0.8130312999999998, 135.0, 628, 104186, 140, 35.755788300000006
141, 5.630575359937894, 4.92521574044974, 5.973405864796367, 0.8114886999999995, 455.0, 1086, 105272, 141, 61.855857499999956
142, 4.944218576825638, 4.915723701923105, 5.954523378109671, 0.8097724000000001, 150.0, 821, 106093, 142, 47.148655899999994
143, 4.715365038698651, 4.915533602141098, 5.926298760517683, 0.8084781999999997, 60.0, 617, 106710, 143, 35.107265900000016
144, 5.454759117765845, 4.928843913968227, 5.973892890643277, 0.8072767000000001, 140.0, 718, 107428, 144, 40.970710199999985
145, 4.672633330134013, 4.917073908708189, 5.931990140005852, 0.8059185999999999, 140.0, 791, 108219, 145, 45.234349799999904
146, 4.503643024980874, 4.920969522916353, 5.934157287512464, 0.8048440000000002, 45.0, 403, 108622, 146, 23.134166400000026
147, 4.573399174641742, 4.916873763929977, 5.92132831005915, 0.8035921000000001, 265.0, 988, 109610, 147, 57.434683199999995
148, 5.222771099461131, 4.968674547126494, 6.018008486046848, 0.8023294, 35.0, 415, 110025, 148, 24.181749500000024
149, 4.6669876353215365, 5.598325378905827, 6.766543081251242, 0.8013717999999999, 135.0, 649, 110674, 149, 37.964257299999986
150, 4.10084634326021, 5.5876991644905365, 6.724948054067659, 0.8000235999999994, 225.0, 849, 111523, 150, 50.1870351
151, 5.182492597114721, 5.60913428018853, 6.779202715323789, 0.7985196999999999, 160.0, 822, 112345, 151, 48.509942900000055
